Chr,Start,End
3,118369311,118380311
3,118436311,118445311
3,118850311,118858311
3,118867311,118885311
3,118891311,118902311
3,119151311,119159311
3,119159311,119183311
3,119191311,119194311
3,119328311,119347311
3,119389311,119393311
3,119483311,119494311
3,119569311,119572311
3,119573311,119576311
3,119626311,119629311
3,119703311,119708311
3,119719311,119721311
3,119730311,119734311
3,119735311,119743311
3,119745311,119749311
3,119792311,119800311
3,119822311,119833311
3,119844311,119847311
3,119850311,119855311
3,119862311,119865311
3,119888311,119897311
3,119910311,119914311
3,119924311,119928311
3,119931311,119937311
3,119960311,119969311
3,120036311,120040311
3,120046311,120051311
3,120191311,120196311
3,120242311,120247311
3,120249311,120253311
3,120257311,120259311
3,120274311,120278311
3,120280311,120284311
3,120295311,120297311
3,120299311,120302311
3,120331311,120334311
3,120342311,120348311
3,120362311,120365311
3,120396311,120402311
3,120454311,120467311
3,120497311,120505311
3,120547311,120556311
3,120592311,120596311
3,120596311,120610311
3,120631311,120635311
3,120639311,120642311
3,120651311,120656311
3,120664311,120675311
3,120688311,120699311
3,120706311,120726311
3,120732311,120736311
3,120746311,120751311
3,120757311,120761311
3,120764311,120769311
3,120772311,120775311
3,120778311,120785311
3,120785311,120798311
3,120799311,120805311
3,120824311,120828311
3,120840311,120842311
3,120859311,120868311
3,120880311,120883311
3,120893311,120901311
3,120914311,120929311
3,120988311,120994311
3,120995311,120998311
3,120999311,121003311
3,121009311,121027311
3,121033311,121037311
3,121039311,121053311
3,121079311,121083311
3,121089311,121091311
3,121099311,121103311
3,121106311,121110311
3,121112311,121114311
3,121147311,121155311
3,121173311,121183311
3,121184311,121187311
3,121255311,121259311
3,121318311,121323311
3,121416311,121421311
3,121431311,121434311
3,121435311,121439311
3,121447311,121452311
3,121453311,121458311
3,121508311,121517311
3,121560311,121563311
3,121568311,121572311
3,121586311,121592311
3,121632311,121636311
3,121649311,121653311
3,121653311,121657311
3,121725311,121734311
3,121759311,121776311
3,121807311,121815311
3,121966311,121974311
3,121975311,121978311
3,122012311,122017311
3,122022311,122035311
3,122038311,122052311
3,122065311,122070311
3,122070311,122074311
3,122076311,122079311
3,122087311,122095311
3,122099311,122105311
3,122322311,122325311
3,122325311,122329311
3,122332311,122339311
3,122346311,122355311
3,122372311,122376311
3,122416311,122421311
3,122441311,122444311
3,122527311,122530311
3,122714311,122717311
3,122767311,122770311
3,122787311,122789311
3,122794311,122800311
3,122822311,122825311
3,122825311,122835311
3,122853311,122870311
3,122878311,122888311
3,122888311,122892311
3,122915311,122918311
3,123414311,123419311
3,123431311,123433311
3,123459311,123465311
3,123500311,123504311
3,123519311,123522311
3,123526311,123530311
3,123587311,123589311
3,123658311,123668311
3,123796311,123798311
3,123798311,123801311
3,123802311,123804311
3,123804311,123809311
3,123877311,123882311
3,123883311,123893311
3,123896311,123903311
3,123903311,123906311
3,123908311,123910311
3,123912311,123915311
3,124060311,124064311
3,124180311,124183311
3,124184311,124186311
3,124300311,124303311
3,124327311,124331311
3,124493311,124495311
3,124502311,124508311
3,124520311,124526311
3,124526311,124539311
3,124540311,124542311
3,124546311,124551311
3,124551311,124557311
3,124603311,124605311
3,124607311,124611311
3,124614311,124625311
3,124636311,124646311
3,124647311,124650311
3,124693311,124697311
3,124754311,124762311
3,124763311,124772311
3,124788311,124793311
3,124793311,124799311
3,124804311,124810311
3,124812311,124818311
3,125292311,125297311
3,125638311,125645311
3,125813311,125829311
3,125845311,125847311
3,125882311,125895311
3,125898311,125901311
3,125908311,125913311
3,125923311,125925311
3,125927311,125930311
3,125970311,125973311
3,126277311,126279311
3,126567311,126569311
3,126571311,126575311
3,126597311,126600311
3,126661311,126663311
3,126665311,126667311
3,126749311,126754311
3,126755311,126758311
3,126861311,126863311
3,126917311,126920311
3,127060311,127063311
3,127309311,127311311
3,127675311,127679311
3,127709311,127712311
3,127743311,127747311
3,127748311,127751311
3,127880311,127887311
3,127920311,127924311
3,127949311,127954311
3,127955311,127964311
3,127998311,128006311
3,128052311,128065311
3,128080311,128083311
3,128184311,128187311
3,128244311,128248311
3,128253311,128256311
3,128310311,128315311
3,128342311,128349311
3,128410311,128416311
3,129183311,129187311
3,129205311,129211311
3,129211311,129217311
3,129345311,129363311
3,129383311,129391311
3,129525311,129529311
3,129533311,129539311
3,129539311,129548311
3,129550311,129554311
3,129670311,129679311
3,129736311,129741311
3,129770311,129773311
3,129799311,129803311
3,129805311,129817311
3,129826311,129829311
3,129829311,129832311
3,129845311,129848311
3,129849311,129855311
3,129856311,129859311
3,129864311,129867311
3,129869311,129872311
3,129982311,129989311
3,130018311,130031311
3,130187311,130191311
3,130205311,130209311
3,130218311,130223311
3,130230311,130233311
3,130265311,130269311
3,130339311,130347311
3,130389311,130392311
3,130396311,130399311
3,130408311,130412311
3,130435311,130439311
3,130444311,130448311
3,130457311,130462311
3,130486311,130499311
3,130505311,130513311
3,130519311,130522311
3,130526311,130529311
3,130534311,130536311
3,130545311,130552311
3,130555311,130559311
3,130559311,130566311
3,130571311,130577311
3,130578311,130587311
3,130607311,130610311
3,130698311,130702311
3,130725311,130732311
3,130733311,130740311
3,130768311,130772311
3,130781311,130784311
3,130890311,130894311
3,130895311,130904311
3,130955311,130958311
3,131028311,131037311
3,131069311,131076311
3,131193311,131216311
3,131221311,131225311
3,131230311,131233311
3,131248311,131253311
3,131293311,131296311
3,131486311,131496311
3,131524311,131532311
3,131560311,131568311
3,131576311,131593311
3,131620311,131634311
3,131662311,131672311
3,131672311,131681311
3,131683311,131688311
3,131688311,131697311
3,131697311,131720311
3,132421311,132425311
3,132427311,132429311
3,132819311,132821311
3,132887311,132892311
3,132969311,132975311
3,133091311,133102311
3,133840311,133858311
3,133893311,133906311
3,134158311,134172311
3,134223311,134229311
3,134296311,134303311
3,134449311,134455311
3,134507311,134510311
3,134960311,134964311
3,135131311,135134311
3,135195311,135198311
3,135224311,135228311
3,135237311,135242311
3,135261311,135265311
3,135424311,135427311
3,135455311,135458311
3,135529311,135532311
3,135579311,135592311
3,135680311,135683311
3,135757311,135760311
3,135784311,135787311
3,135791311,135799311
3,135897311,135900311
3,135907311,135909311
3,135927311,135931311
3,136016311,136019311
3,136054311,136059311
3,136062311,136067311
3,136144311,136147311
3,136199311,136203311
3,136224311,136234311
3,136234311,136238311
3,136274311,136282311
3,136289311,136291311
3,136393311,136402311
3,136412311,136422311
3,136720311,136731311
3,136746311,136750311
3,136750311,136757311
3,136763311,136766311
3,136766311,136772311
3,136790311,136809311
3,136811311,136816311
3,136834311,136840311
3,136980311,136983311
3,136990311,136994311
3,137105311,137109311
3,137115311,137122311
3,137171311,137174311
3,137194311,137199311
3,137210311,137213311
3,137218311,137223311
3,137250094,137252094
3,137254094,137257094
3,137262094,137275094
3,137284094,137313094
3,137320094,137323094
3,137327094,137330094
3,137341094,137349094
3,137349094,137355094
3,137373094,137389094
3,137404094,137413094
3,137433094,137439094
3,137444094,137449094
3,137452094,137457094
3,137461094,137473094
3,137483094,137490094
3,137491094,137494094
3,137495094,137506094
3,137506094,137513094
3,137514094,137521094
3,137533094,137547094
3,137549094,137552094
3,137553094,137567094
3,137573094,137585094
3,137585094,137593094
3,137593094,137597094
3,137619094,137625094
3,137686094,137689094
3,137733094,137736094
3,137747094,137750094
3,137763094,137766094
3,137775094,137783094
3,137792094,137798094
3,137800094,137852094
3,137856094,137865094
3,137871094,137875094
3,137892094,137895094
3,137896094,137898094
3,137903094,137905094
3,137918094,137922094
3,137923094,137935094
3,137952094,137960094
3,137967094,137985094
3,138006094,138010094
3,138025094,138038094
3,138045094,138050094
3,138061094,138065094
3,138075094,138082094
3,138082094,138088094
3,138094094,138103094
3,138118094,138121094
3,138146094,138151094
3,138157094,138160094
3,138167094,138172094
3,138181094,138185094
3,138185094,138194094
3,138195094,138201094
3,138221094,138238094
3,138257094,138260094
3,138303094,138306094
3,138413094,138423094
3,138425094,138428094
3,138466094,138470094
3,138478094,138493094
3,138504094,138509094
3,138568094,138580094
3,138689094,138693094
3,138696094,138709094
3,138717094,138720094
3,138742094,138754094
3,138762094,138775094
3,138777094,138785094
3,138785094,138792094
3,138802094,138809094
3,138818094,138827094
3,138833094,138836094
3,138839094,138843094
3,138857094,138860094
3,138870094,138888094
3,138978094,138982094
3,138994094,138997094
3,139008094,139019094
3,139020094,139023094
3,139024094,139030094
3,139037094,139045094
3,139046094,139059094
3,139060094,139067094
3,139067094,139074094
3,139082094,139087094
3,139145094,139147094
3,139170094,139172094
3,139178094,139190094
3,139209094,139239094
3,139258094,139264094
3,139287094,139293094
3,139295094,139298094
3,139298094,139309094
3,139315094,139323094
3,139324094,139328094
3,139347094,139352094
3,139352094,139369094
3,139388094,139397094
3,139399094,139403094
3,139412094,139417094
3,139431094,139442094
3,139449094,139459094
3,139459094,139469094
3,139471094,139477094
3,139491094,139547094
3,139559094,139565094
3,139566094,139585094
3,139589094,139599094
3,139605094,139612094
3,139627094,139635094
3,139655094,139671094
3,139688094,139695094
3,139701094,139708094
3,139714094,139721094
3,139722094,139744094
3,139759094,139773094
3,139788094,139806094
3,139825094,139828094
3,139832094,139835094
3,139840094,139854094
3,139867094,139869094
3,139881094,139884094
3,139893094,139901094
3,139914094,139918094
3,139936094,139940094
3,139940094,139945094
3,139947094,139953094
3,139953094,139957094
3,139966094,139977094
3,139977094,139983094
3,140004094,140011094
3,140017094,140020094
3,140026094,140030094
3,140030094,140051094
3,140054094,140059094
3,140077094,140080094
3,140081094,140086094
3,140086094,140096094
3,140098094,140101094
3,140113094,140118094
3,140166094,140168094
3,140223094,140227094
3,140239094,140242094
3,140244094,140246094
3,140247094,140260094
3,140262094,140283094
3,140283094,140289094
3,140299094,140302094
3,140313094,140316094
3,140328094,140334094
3,140334094,140345094
3,140345094,140351094
3,140351094,140357094
3,140363094,140370094
3,140387094,140390094
3,140400094,140413094
3,140471094,140475094
3,140590094,140596094
3,140608094,140615094
3,140633094,140636094
3,140637094,140650094
3,140844094,140857094
3,140908094,140919094
3,140920094,140932094
3,140948094,140950094
3,140973094,140987094
3,140998094,141000094
3,141024094,141028094
3,141126094,141129094
3,141194094,141196094
3,141197094,141211094
3,141217094,141234094
3,141240094,141245094
3,141247094,141252094
3,141254094,141281094
3,141361094,141364094
3,141393094,141406094
3,141429094,141434094
3,141436094,141440094
3,141452094,141459094
3,141475094,141481094
3,141485094,141490094
3,141503094,141510094
3,141512094,141516094
3,141516094,141523094
3,141540094,141543094
3,141549094,141557094
3,141557094,141565094
3,141571094,141574094
3,141575094,141587094
3,141610094,141618094
3,141618094,141621094
3,141625094,141635094
3,141644094,141653094
3,141655094,141675094
3,141675094,141683094
3,141691094,141694094
3,141706094,141710094
3,141715094,141718094
3,141728094,141737094
3,141844094,141847094
3,141913094,141918094
3,141931094,141934094
3,141998094,142004094
3,142044094,142047094
3,142076094,142084094
3,142085094,142087094
3,142097094,142101094
3,142112094,142115094
3,142117094,142128094
3,142131094,142133094
3,142133094,142138094
3,142141094,142155094
3,142184094,142195094
3,142218094,142227094
3,142241094,142244094
3,142333094,142337094
3,142352094,142356094
3,142359094,142364094
3,142398094,142401094
3,142403094,142408094
3,142409094,142415094
3,142419094,142425094
3,142428094,142431094
3,142433094,142437094
3,142438094,142446094
3,142447094,142451094
3,142452094,142456094
3,142457094,142471094
3,142482094,142488094
3,142491094,142495094
3,142506094,142517094
3,142533094,142539094
3,142563094,142585094
3,142586094,142599094
3,142600094,142602094
3,142604094,142614094
3,142645094,142648094
3,142659094,142666094
3,142710094,142713094
3,142713094,142716094
3,142724094,142729094
3,142733094,142745094
3,142757094,142765094
3,142791094,142798094
3,142801094,142805094
3,142814094,142816094
3,142828094,142833094
3,142844094,142850094
3,142850094,142857094
3,142867094,142871094
3,142872094,142877094
3,142908094,142918094
3,142943094,142951094
3,142962094,142971094
3,142992094,142995094
3,143036094,143040094
3,143101094,143105094
3,143195094,143198094
3,143214094,143217094
3,143230094,143233094
3,143251094,143261094
3,143264094,143267094
3,143284094,143294094
3,143303094,143316094
3,143326094,143334094
3,143364094,143367094
3,143574094,143576094
3,143582094,143585094
3,143642094,143644094
3,143687094,143689094
3,143710094,143712094
3,143731094,143736094
3,143763094,143766094
3,143934094,143937094
3,144325094,144343094
3,144806094,144810094
3,144859094,144862094
3,144869094,144873094
3,144875094,144883094
3,144911094,144921094
3,144927094,144940094
3,144951094,144970094
3,144977094,144985094
3,145011094,145021094
3,145062094,145066094
3,145068094,145070094
3,145076094,145113094
3,145114094,145118094
3,145129094,145135094
3,145135094,145140094
3,145141094,145145094
3,145313094,145323094
3,145435094,145438094
3,145608094,145616094
3,145622094,145630094
3,145651094,145665094
3,145700094,145707094
3,145734094,145737094
3,145752094,145763094
3,145763094,145782094
3,145807094,145813094
3,145818094,145821094
3,145867094,145871094
3,145896094,145910094
3,145923094,145931094
3,146120094,146122094
3,146152094,146155094
3,146219094,146225094
3,146273094,146280094
3,146288094,146306094
3,146332094,146335094
3,146375094,146383094
3,146730094,146738094
3,146742094,146751094
3,146808094,146811094
3,146813094,146817094
3,146827094,146836094
3,146864094,146868094
3,146999094,147002094
3,147010094,147031094
3,147031094,147040094
3,147048094,147071094
3,147073094,147085094
3,147094094,147096094
3,147102094,147104094
3,147105094,147143094
3,147146094,147159094
3,147161094,147164094
3,147165094,147167094
3,147172094,147176094
3,147192094,147196094
3,147203094,147207094
3,147208094,147212094
3,147226094,147237094
3,147244094,147265094
3,147276094,147279094
3,147279094,147288094
3,147303094,147306094
3,147325094,147336094
3,147339094,147343094
3,147394094,147398094
3,147401094,147405094
3,147412094,147425094
3,147435094,147449094
3,147514094,147517094
3,147568094,147571094
3,147596094,147598094
3,147602094,147606094
3,147625094,147628094
3,147632094,147636094
3,147659094,147661094
3,147712094,147714094
3,147746094,147752094
3,147760094,147765094
3,147795094,147801094
3,147822094,147825094
3,147830094,147842094
3,147855094,147858094
3,147881094,147884094
3,147888094,147892094
3,148012094,148015094
3,148044094,148048094
3,148062094,148065094
3,148076094,148082094
3,148098094,148101094
3,148102094,148105094
3,148121094,148128094
3,148129094,148140094
3,148202094,148205094
3,148240094,148243094
3,148302094,148304094
3,148345094,148347094
3,148350094,148355094
3,148360094,148363094
3,148372094,148381094
3,148397094,148401094
3,148402094,148406094
3,148410094,148425094
3,148430094,148433094
3,148461094,148464094
3,148465094,148468094
3,148470094,148484094
3,148563094,148566094
3,148582094,148586094
3,148596094,148607094
3,148635094,148639094
3,148643094,148650094
3,148658094,148668094
3,148670094,148685094
3,148691094,148698094
3,148699094,148703094
3,148709094,148714094
3,148715094,148726094
3,148760094,148763094
3,148781094,148785094
3,148797094,148802094
3,148805094,148808094
3,148819094,148822094
3,148838094,148894094
3,148896094,148925094
3,148925094,148935094
3,148937094,148945094
3,148951094,148961094
3,148969094,148974094
3,148979094,148982094
3,148983094,149008094
3,149013094,149018094
3,149020094,149031094
3,149032094,149035094
3,149036094,149046094
3,149050094,149057094
3,149062094,149067094
3,149074094,149079094
3,149150094,149152094
3,149189094,149205094
3,149239094,149243094
3,149245094,149247094
3,149249094,149256094
3,149265094,149274094
3,149310094,149319094
3,149368094,149372094
3,149385094,149392094
3,149399094,149415094
3,149425094,149428094
3,149437094,149448094
3,149487094,149489094
3,149506094,149509094
3,149583094,149592094
3,149599094,149604094
3,149656094,149661094
3,149661094,149667094
3,149667094,149673094
3,149684094,149690094
3,149690094,149693094
3,149754094,149757094
3,149820094,149829094
3,149831094,149841094
3,149863094,149866094
3,149868094,149871094
3,149880094,149883094
3,149902094,149907094
3,149913094,149916094
3,149917094,149920094
3,149928094,149950094
3,149960094,149966094
3,149969094,149992094
3,149992094,149999094
3,150003094,150025094
3,150051094,150054094
3,150055094,150066094
3,150080094,150083094
3,150099094,150102094
3,150102094,150110094
3,150134094,150137094
3,150138094,150140094
3,150153094,150158094
3,150170094,150184094
3,150194094,150199094
3,150201094,150207094
3,150210094,150217094
3,150225094,150229094
3,150262094,150265094
3,150281094,150289094
3,150290094,150295094
3,150312094,150315094
3,150342094,150353094
3,150354094,150357094
3,150360094,150363094
3,150366094,150383094
3,150391094,150399094
3,150482094,150487094
3,150525094,150530094
3,150538094,150541094
3,150548094,150554094
3,150555094,150558094
3,150558094,150560094
3,150574094,150619094
3,150623094,150638094
3,150638094,150646094
3,150746094,150751094
3,150763094,150776094
3,150776094,150787094
3,150810094,150815094
3,150824094,150828094
3,150867094,150884094
3,150886094,150893094
3,150898094,150902094
3,150904094,150910094
3,150913094,150918094
3,150948094,150955094
3,150965094,150969094
3,150986094,150993094
3,151011094,151025094
3,151046094,151050094
3,151051094,151064094
3,151094094,151125094
3,151126094,151133094
3,151133094,151148094
3,151152094,151157094
3,151165094,151168094
3,151168094,151172094
3,151180094,151182094
3,151191094,151207094
3,151211094,151222094
3,151223094,151226094
3,151228094,151235094
3,151236094,151238094
3,151244094,151251094
3,151314094,151317094
3,151430094,151432094
3,151668094,151682094
3,151699094,151701094
3,151746094,151750094
3,151833094,151835094
3,151836094,151843094
3,151942094,151952094
3,151972094,151980094
3,151985094,151998094
3,152014094,152016094
3,152131094,152148094
3,152187094,152213094
3,152289094,152311094
3,152316094,152324094
3,152615094,152617094
3,152675094,152679094
3,152887094,152892094
3,152924094,152928094
3,153186094,153201094
3,153509094,153513094
3,153632094,153637094
3,153740094,153759094
3,153829094,153832094
3,154041094,154043094
3,154193094,154197094
3,154197094,154205094
3,154302094,154305094
3,154391094,154396094
3,154535094,154543094
3,154571094,154574094
3,154607094,154610094
3,154611094,154614094
3,154622094,154627094
3,154650094,154654094
3,155004094,155012094
3,155459094,155464094
3,155600094,155608094
3,155618094,155622094
3,155753094,155755094
3,155769094,155776094
3,155969094,155971094
3,156144094,156149094
3,156272094,156287094
3,156291094,156324094
3,156329094,156354094
3,156361094,156372094
3,156373094,156397094
3,156401094,156405094
3,156460094,156464094
3,156466094,156469094
3,156482094,156508094
3,156536094,156538094
3,156640094,156656094
3,156882094,156906094
3,156924094,156932094
3,156932094,156937094
3,156937094,156947094
3,157179094,157187094
3,157199094,157203094
3,157213094,157222094
3,157223094,157230094
3,157406094,157415094
3,157452094,157458094
3,157498094,157504094
3,157505094,157507094
3,157508094,157511094
3,157533094,157536094
3,157579094,157590094
3,157593094,157596094
3,157634094,157646094
3,157676094,157679094
3,157912094,157949094
3,158037094,158044094
3,158045094,158050094
3,158062094,158072094
3,158084094,158087094
3,158097094,158125094
3,158165094,158169094
3,158473094,158476094
3,158477094,158479094
3,158549094,158556094
3,158626094,158632094
3,158778094,158782094
3,158799094,158811094
3,158816094,158823094
3,158907094,158912094
3,158966094,158973094
3,159056094,159064094
3,159150094,159159094
3,159197094,159201094
3,159247094,159250094
3,159312094,159319094
3,159490094,159493094
4,3344872,3347872
4,3348872,3353872
4,3455872,3460872
4,3463872,3467872
4,3497872,3501872
4,3520872,3527872
4,3567872,3570872
4,3597872,3600872
4,3601872,3604872
4,3620872,3625872
4,3817872,3827872
4,3853872,3866872
4,4172872,4175872
4,4325872,4329872
4,5344872,5349872
4,6011872,6015872
4,6031872,6035872
4,6037872,6040872
4,6060872,6063872
4,6065872,6071872
4,6077872,6080872
4,6101872,6105872
4,6114872,6116872
4,6134872,6137872
4,6149872,6154872
4,6161872,6164872
4,6176872,6179872
4,6663872,6665872
4,6681872,6692872
4,6833872,6840872
4,6872872,6875872
4,6929872,6936872
4,6949872,6954872
4,7035872,7040872
4,7170872,7174872
4,7208872,7212872
4,7509872,7512872
4,7668872,7676872
4,7677872,7680872
4,7708872,7715872
4,7716872,7720872
4,7730872,7736872
4,7768872,7771872
4,7786872,7789872
4,7793872,7802872
4,7802872,7807872
4,7825872,7828872
4,7870872,7897872
4,8041872,8053872
4,8084872,8089872
4,8149872,8155872
4,8158872,8164872
4,8168872,8172872
4,8176872,8184872
4,8185872,8188872
4,8241872,8250872
4,8260872,8278872
4,8282872,8295872
4,8356872,8370872
4,8376872,8381872
4,8382872,8385872
4,8395872,8401872
4,8410872,8429872
4,8478872,8481872
4,8520872,8525872
4,8543872,8554872
4,8555872,8563872
4,8614872,8661872
4,8736872,8748872
4,8795872,8806872
4,8814872,8822872
4,8822872,8834872
4,8842872,8846872
4,8862872,8867872
4,8885872,8888872
4,8905872,8911872
4,8932872,8944872
4,8948872,8952872
4,8953872,8957872
4,8958872,8961872
4,9205872,9212872
4,9392872,9394872
4,9468872,9472872
4,9475872,9480872
4,9485872,9494872
4,9507872,9510872
4,9544872,9548872
4,9601872,9609872
4,9617872,9622872
4,9628872,9638872
4,9640872,9645872
4,9649872,9655872
4,9669872,9672872
4,9678872,9689872
4,9755872,9760872
4,9766872,9778872
4,10080872,10097872
4,10106872,10116872
4,10117872,10120872
4,10121872,10128872
4,10147872,10157872
4,10180872,10184872
4,10203872,10209872
4,10211872,10215872
4,10218872,10228872
4,10232872,10239872
4,10253872,10260872
4,10279872,10283872
4,10283872,10290872
4,10299872,10302872
4,10335872,10342872
4,10346872,10359872
4,10359872,10372872
4,10384872,10387872
4,10390872,10407872
4,10423872,10428872
4,10441872,10455872
4,10465872,10469872
4,10610872,10612872
4,10699872,10713872
4,10773872,10777872
4,10785872,10791872
4,10798872,10802872
4,10803872,10819872
4,10824872,10838872
4,10860872,10868872
4,10868872,10871872
4,10903872,10913872
4,10968872,10971872
4,11115872,11123872
4,11160872,11171872
4,11175872,11179872
4,11190872,11199872
4,11212872,11220872
4,11225872,11228872
4,11274872,11277872
4,11301872,11308872
4,11315872,11330872
4,11338872,11343872
4,11357872,11363872
4,11425872,11428872
4,11438872,11441872
4,11448872,11450872
4,11463872,11466872
4,11467872,11472872
4,11663872,11670872
4,12367872,12371872
4,12389872,12394872
4,12442872,12445872
4,12454872,12457872
4,12507872,12520872
4,12535872,12537872
4,12558872,12561872
4,12632872,12644872
4,12880872,12888872
4,12914872,12919872
4,12962872,12967872
4,13014872,13027872
4,13030872,13035872
4,13038872,13054872
4,13054872,13058872
4,13083872,13090872
4,13105872,13108872
4,13114872,13118872
4,13160872,13163872
4,13189872,13193872
4,13202872,13207872
4,13247872,13255872
4,13261872,13277872
4,13280872,13283872
4,13333872,13336872
4,13358872,13363872
4,13526872,13529872
4,13584872,13586872
4,13603872,13605872
4,13690872,13694872
4,13814872,13819872
4,13861872,13865872
4,13873872,13876872
4,13882872,13889872
4,13898872,13902872
4,13919872,13938872
4,13957872,13962872
4,13962872,13977872
4,13985872,13992872
4,14016872,14024872
4,14024872,14029872
4,14030872,14033872
4,14045872,14048872
4,14075872,14079872
4,14079872,14085872
4,14085872,14093872
4,14099872,14104872
4,14119872,14126872
4,14185872,14188872
4,14204872,14213872
4,14219872,14222872
4,14239872,14253872
4,14261872,14265872
4,14288872,14304872
4,14304872,14315872
4,14347872,14352872
4,14367872,14375872
4,14654872,14669872
4,14770872,14774872
4,15042872,15044872
4,15164872,15172872
4,15342872,15346872
4,15451872,15456872
4,15599872,15601872
4,15982872,15986872
4,16152872,16170872
4,16349872,16354872
4,16359872,16364872
4,16434872,16436872
4,16677872,16728872
4,16770872,16782872
4,16783872,16800872
4,16984872,17015872
4,17024872,17031872
4,17059872,17064872
4,17068872,17074872
4,17074872,17077872
4,17131872,17134872
4,17239872,17242872
4,17345872,17349872
4,17442872,17446872
4,17534872,17537872
4,17558872,17562872
4,17859872,17862872
4,17914872,17936872
4,17957872,17960872
4,18048872,18057872
4,18072872,18084872
4,18102872,18108872
4,18109872,18117872
4,18133872,18136872
4,18136872,18140872
4,18145872,18148872
4,18155872,18160872
4,18182872,18186872
4,18202872,18219872
4,18220872,18229872
4,18231872,18233872
4,18237872,18247872
4,18256872,18262872
4,18262872,18277872
4,18294872,18306872
4,18306872,18312872
4,18355872,18358872
4,18362872,18369872
4,18378872,18385872
4,18438872,18451872
4,18456872,18464872
4,18465872,18468872
4,18468872,18493872
4,18567872,18577872
4,18582872,18584872
4,18586872,18595872
4,18602872,18606872
4,18630872,18638872
4,18664872,18680872
4,18685872,18694872
4,18715872,18719872
4,18752872,18756872
4,19059872,19063872
4,19093872,19132872
4,19231872,19241872
4,19246872,19250872
4,19250872,19257872
4,19428872,19432872
4,19450872,19453872
4,19504872,19507872
4,19510872,19513872
4,19523872,19532872
4,19625872,19637872
4,19647872,19652872
4,19659872,19662872
4,19669872,19686872
4,19702872,19758872
4,19884872,19888872
4,19904872,19915872
4,19920872,19938872
4,19948872,19954872
4,19960872,19982872
4,19987872,19989872
4,19991872,20046872
4,20052872,20071872
4,20082872,20093872
4,20106872,20115872
4,20122872,20128872
4,20172872,20187872
4,20188872,20212872
4,20220872,20237872
4,20372872,20378872
4,20378872,20382872
4,20389872,20391872
4,20398872,20417872
4,20430872,20436872
4,20736872,20741872
4,20744872,20746872
4,20751872,20756872
4,20759872,20765872
4,20766872,20771872
4,20774872,20777872
4,20781872,20792872
4,20796872,20802872
4,20818872,20830872
4,20831872,20854872
4,20864872,20877872
4,20881872,20886872
4,20900872,20907872
4,20930872,20933872
4,20958872,20968872
4,20984872,20990872
4,20990872,21018872
4,21018872,21034872
4,21037872,21049872
4,21070872,21080872
4,21112872,21118872
4,21126872,21136872
4,21140872,21154872
4,21161872,21169872
4,21186872,21196872
4,21197872,21209872
4,21215872,21225872
4,21231872,21237872
4,21281872,21286872
4,21537872,21544872
4,21557872,21569872
4,21850872,21860872
4,21861872,21864872
4,22015872,22051872
4,22141872,22164872
4,22199872,22226872
4,22416872,22419872
4,22682872,22697872
4,22700872,22724872
4,22724872,22736872
4,22739872,22745872
4,22749872,22752872
4,22776872,22794872
4,22800872,22804872
4,22821872,22826872
4,22833872,22840872
4,22841872,22853872
4,22877872,22882872
4,22917872,22927872
4,22928872,22937872
4,22947872,22954872
4,22958872,22966872
4,22975872,22982872
4,22984872,22989872
4,23001872,23008872
4,23009872,23015872
4,23137872,23143872
4,23209872,23220872
4,23223872,23225872
4,23935872,23938872
4,23970872,23974872
4,23983872,23989872
4,24005872,24008872
4,24022872,24026872
4,24108872,24112872
4,24155872,24159872
4,24161872,24164872
4,24184872,24187872
4,24289872,24294872
4,24296872,24299872
4,24311872,24314872
4,24331872,24338872
4,24387872,24394872
4,24404872,24412872
4,24434872,24437872
4,24447872,24450872
4,24563872,24566872
4,24585872,24588872
4,24592872,24597872
4,24606872,24611872
4,24611872,24615872
4,24644872,24646872
4,24653872,24658872
4,24658872,24663872
4,24734872,24737872
4,24742872,24749872
4,25041872,25067872
4,25225872,25228872
4,25284872,25286872
4,25288872,25291872
4,25296872,25298872
4,25331872,25334872
4,25360872,25362872
4,25363872,25366872
4,25401872,25407872
4,25449872,25458872
4,25485872,25488872
4,25499872,25507872
4,25507872,25514872
4,25521872,25524872
4,25553872,25556872
4,25599872,25607872
4,25660872,25667872
4,25672872,25695872
4,25739872,25744872
4,25846872,25848872
4,25896872,25901872
4,25912872,25922872
4,25941872,25961872
4,26134872,26142872
4,26282872,26293872
4,26294872,26296872
4,26323872,26328872
4,26354872,26357872
4,26372872,26375872
4,26385872,26391872
4,26417872,26421872
4,26525872,26528872
4,26528872,26533872
4,26534872,26539872
4,26576872,26581872
4,26590872,26594872
4,26714872,26716872
4,26732872,26737872
4,26872872,26877872
4,27177872,27182872
4,27189872,27191872
4,27193872,27198872
4,27200872,27209872
4,27215872,27224872
4,27261872,27267872
4,27288872,27292872
4,27303872,27308872
4,27335872,27351872
4,27355872,27357872
4,27381872,27384872
4,27419872,27422872
4,27437872,27442872
4,27473872,27482872
4,27506872,27509872
4,27541872,27544872
4,27545872,27548872
4,27579872,27588872
4,27607872,27609872
4,27630872,27633872
4,27663872,27669872
4,27675872,27678872
4,27699872,27704872
4,27714872,27718872
4,27748872,27755872
4,27800872,27803872
4,28102872,28105872
4,29494578,29497578
4,29690578,29704578
4,29729578,29731578
4,29936578,29939578
4,30262578,30265578
4,30339578,30341578
