# Window-based topology counter
# PYTHON VERSION: 3.11.0
# Script call:    05_topo_counter.py -w 10 -m 5 --overwrite
# Runtime:        04/10/2023 13:21:49
# ----------------
# Window size:          10000.0
# Window file:          ../data/10kb-0.5-0.5-windows.csv
# Marker size:          5
# Marker file:          ../../data/recombination-markers/cox-markers/Revised_HSmap_SNPs-mm10-5mb-rates.csv
# Output file:          ../data/10kb-0.5-0.5-5mb-topo-counts.csv
# 04.10.2023 | 13:21:49 Reading marker windows...
# Marker windows read: 538
# 04.10.2023 | 13:21:49 Reading windows...
# Windows read:         6144
# Chromosome:           19
# Chromosome length:    61431566
# Locus tree directory: ../iqtree/chr19/10kb-0.5-0.5/loci
# Concat tree file:     ../iqtree/chr19/10kb-0.5-0.5/concat/chr19-concat.treefile.rooted
# ASTRAL tree file:     ../iqtree/chr19/10kb-0.5-0.5/astral/astral.treefile.rooted
# Concordance file:     ../iqtree/chr19/10kb-0.5-0.5/concord/chr19.cf.stat
# ----------------
# 04.10.2023 | 13:21:51 Reading concatenated chromosome tree...
# Concat chromosome tree:      "(rsor:0.0240729,((gdol:0.0345499233,rdil:0.0343287586)100:0.0137995910,(mm10:0.0206656702,((hall:0.0320818094,pdel:0.0286758153)53:0.0046759574,mnat:0.0284605669)100:0.0212015888):0.0039101776)100:0.0240729);"
# Concat chromosome topology:  "(rsor,((gdol,rdil)<1>,(mm10,((hall,pdel)<2>,mnat)<3>)<4>)<5>)<6>"
# 04.10.2023 | 13:21:51 Reading ASTRAL chromosome tree...
# ASTRAL chromosome tree:      "(rsor:0.0240729,((gdol:0.0345499233,rdil:0.0343287586)100:0.0137995910,(mm10:0.0206656702,((hall:0.0320818094,pdel:0.0286758153)53:0.0046759574,mnat:0.0284605669)100:0.0212015888):0.0039101776)100:0.0240729);"
# ASTRAL chromosome topology:  "(rsor,((rdil,gdol)<1>,((pdel,(hall,mnat)<2>)<3>,mm10)<4>)<5>)<6>"
# ASTRAL-concat match:   FALSE
# 04.10.2023 | 13:21:51 Calculating average CFs...
# Average gCF:          67.74000000000001
# Average sCF:          49.502500000000005
# 04.10.2023 | 13:21:51 Reading windows and counting topologies...
# Total trees read:   4173
# No tree file:       5
# Filtered windows:   1966
# Unique topologies:  82
# ----------------
# 04.10.2023 | 13:22:02 Counting and ranking topologies for this chromosome...
# ----------------
# 04.10.2023 | 13:22:02 Counting and ranking overall topologies...
# ----------------
# 04.10.2023 | 13:22:02 Writing output: ../data/10kb-0.5-0.5-5mb-topo-counts.csv
window,chr,chr len,start,end,perc repeat,repeat filter, missing filter,gcf,scf,topo num overall,topo count overall,topo rank overall,topo color,topo num chrome,topo count chrome,topo rank chrome,topo,concat chrome topo,astral chrome topo,unparsed tree,marker window,num markers,marker slope,marker uniq trees
chr19:17060000-17070000,chr19,61431566,17060000,17070000,36.61,PASS,PASS,67.74000000000001,49.502500000000005,4,578,3,"#006ddb",4,578,3,"(rsor,((gdol,rdil)<1>,(mm10,(hall,(mnat,pdel)<2>)<3>)<4>)<5>)<6>;",FALSE,FALSE,"(rsor:0.0228264,((gdol:0.0221539456,rdil:0.0367944676)100:0.0179596070,(mm10:0.0258990925,(hall:0.0200904635,(mnat:0.0272122690,pdel:0.0207233602)92:0.0048057050)100:0.0220332891):0.0064190778)98:0.0228264);",chr19:15000001-20000000,20,9.431783786903788e-07,27
chr19:17070000-17080000,chr19,61431566,17070000,17080000,54.449999999999996,FILTER,PASS,67.74000000000001,49.502500000000005,NA,NA,NA,"NA",NA,NA,NA,"NA",NA,NA,"NA",chr19:15000001-20000000,20,9.431783786903788e-07,27
chr19:17080000-17090000,chr19,61431566,17080000,17090000,49.94,PASS,PASS,67.74000000000001,49.502500000000005,9,19,11,"#999999",9,19,11,"(rsor,(((hall,mnat)<1>,pdel)<2>,(gdol,(mm10,rdil)<3>)<4>)<5>)<6>;",FALSE,FALSE,"(rsor:0.0222658,(((hall:0.0248207741,mnat:0.0264195871)57:0.0057105416,pdel:0.0194094997)100:0.0240237828,(gdol:0.0444929067,(mm10:0.0136199748,rdil:0.0351289538):0.0077818280)84:0.0049897550)90:0.0222658);",chr19:15000001-20000000,20,9.431783786903788e-07,27
chr19:17090000-17100000,chr19,61431566,17090000,17100000,36.78,PASS,PASS,67.74000000000001,49.502500000000005,8,640,1,"#db6d00",8,640,1,"(rsor,((gdol,rdil)<1>,(mm10,((hall,pdel)<2>,mnat)<3>)<4>)<5>)<6>;",TRUE,FALSE,"(rsor:0.027594,((gdol:0.0496688288,rdil:0.0334081529)100:0.0165450217,(mm10:0.0211215584,((hall:0.0328453899,pdel:0.0280566209)96:0.0072376736,mnat:0.0182398709)100:0.0170285143):0.0092744344)96:0.027594);",chr19:15000001-20000000,20,9.431783786903788e-07,27
chr19:17100000-17110000,chr19,61431566,17100000,17110000,24.01,PASS,PASS,67.74000000000001,49.502500000000005,4,578,3,"#006ddb",4,578,3,"(rsor,((gdol,rdil)<1>,(mm10,(hall,(mnat,pdel)<2>)<3>)<4>)<5>)<6>;",FALSE,FALSE,"(rsor:0.0190843,((gdol:0.0421953333,rdil:0.0321948808)100:0.0182192835,(mm10:0.0161467662,(hall:0.0221442574,(mnat:0.0378458817,pdel:0.0309774534)100:0.0108651875)93:0.0110229703):0.0076172080)100:0.0190843);",chr19:15000001-20000000,20,9.431783786903788e-07,27
chr19:17110000-17120000,chr19,61431566,17110000,17120000,32.74,PASS,PASS,67.74000000000001,49.502500000000005,15,379,5,"#999999",15,379,5,"(rsor,(mm10,((gdol,rdil)<1>,(hall,(mnat,pdel)<2>)<3>)<4>)<5>)<6>;",FALSE,FALSE,"(rsor:0.0172849,(mm10:0.0185155698,((gdol:0.0302840346,rdil:0.0341247664)100:0.0146976222,(hall:0.0126767013,(mnat:0.0180533867,pdel:0.0175685170)98:0.0031983041)100:0.0217601259)55:0.0035033051):0.0172849);",chr19:15000001-20000000,20,9.431783786903788e-07,27
chr19:17120000-17130000,chr19,61431566,17120000,17130000,17.04,PASS,PASS,67.74000000000001,49.502500000000005,5,390,4,"#999999",5,390,4,"(rsor,(mm10,((gdol,rdil)<1>,((hall,mnat)<2>,pdel)<3>)<4>)<5>)<6>;",FALSE,FALSE,"(rsor:0.0219385,(mm10:0.0314178523,((gdol:0.0301822388,rdil:0.0341258529)100:0.0194888993,((hall:0.0269190014,mnat:0.0266032543)95:0.0032715416,pdel:0.0213644634)100:0.0239718639)87:0.0042551960):0.0219385);",chr19:15000001-20000000,20,9.431783786903788e-07,27
chr19:17130000-17140000,chr19,61431566,17130000,17140000,32.910000000000004,PASS,PASS,67.74000000000001,49.502500000000005,13,361,6,"#999999",13,361,6,"(rsor,(mm10,((gdol,rdil)<1>,((hall,pdel)<2>,mnat)<3>)<4>)<5>)<6>;",FALSE,FALSE,"(rsor:0.0243707,(mm10:0.0234899666,((gdol:0.0319973751,rdil:0.0384276772)100:0.0159562223,((hall:0.0259117994,pdel:0.0250179765)99:0.0050883424,mnat:0.0191138578)100:0.0211586050)89:0.0069805255):0.0243707);",chr19:15000001-20000000,20,9.431783786903788e-07,27
chr19:17140000-17150000,chr19,61431566,17140000,17150000,63.23,FILTER,PASS,67.74000000000001,49.502500000000005,NA,NA,NA,"NA",NA,NA,NA,"NA",NA,NA,"NA",chr19:15000001-20000000,20,9.431783786903788e-07,27
chr19:17150000-17160000,chr19,61431566,17150000,17160000,36.059999999999995,PASS,PASS,67.74000000000001,49.502500000000005,5,390,4,"#999999",5,390,4,"(rsor,(mm10,((gdol,rdil)<1>,((hall,mnat)<2>,pdel)<3>)<4>)<5>)<6>;",FALSE,FALSE,"(rsor:0.0265887,(mm10:0.0283952967,((gdol:0.0504139866,rdil:0.0391144054)100:0.0266370168,((hall:0.0346497465,mnat:0.0377281103)90:0.0113210052,pdel:0.0388132703)100:0.0284318381)97:0.0120610635):0.0265887);",chr19:15000001-20000000,20,9.431783786903788e-07,27
chr19:17160000-17170000,chr19,61431566,17160000,17170000,28.37,PASS,PASS,67.74000000000001,49.502500000000005,15,379,5,"#999999",15,379,5,"(rsor,(mm10,((gdol,rdil)<1>,(hall,(mnat,pdel)<2>)<3>)<4>)<5>)<6>;",FALSE,FALSE,"(rsor:0.0224126,(mm10:0.0126411986,((gdol:0.0310022789,rdil:0.0400913519)100:0.0097953690,(hall:0.0273386834,(mnat:0.0242538391,pdel:0.0246264049)97:0.0086225920)100:0.0265490484)94:0.0046255593):0.0224126);",chr19:15000001-20000000,20,9.431783786903788e-07,27
chr19:17170000-17180000,chr19,61431566,17170000,17180000,43.53,PASS,PASS,67.74000000000001,49.502500000000005,4,578,3,"#006ddb",4,578,3,"(rsor,((gdol,rdil)<1>,(mm10,(hall,(mnat,pdel)<2>)<3>)<4>)<5>)<6>;",FALSE,FALSE,"(rsor:0.0328994,((gdol:0.0269959930,rdil:0.0518621442)69:0.0086702735,(mm10:0.0148282243,(hall:0.0166666085,(mnat:0.0193522375,pdel:0.0201192844)93:0.0038223744)100:0.0238933111):0.0066023602)90:0.0328994);",chr19:15000001-20000000,20,9.431783786903788e-07,27
chr19:17180000-17190000,chr19,61431566,17180000,17190000,56.84,FILTER,PASS,67.74000000000001,49.502500000000005,NA,NA,NA,"NA",NA,NA,NA,"NA",NA,NA,"NA",chr19:15000001-20000000,20,9.431783786903788e-07,27
chr19:17190000-17200000,chr19,61431566,17190000,17200000,18.96,PASS,PASS,67.74000000000001,49.502500000000005,5,390,4,"#999999",5,390,4,"(rsor,(mm10,((gdol,rdil)<1>,((hall,mnat)<2>,pdel)<3>)<4>)<5>)<6>;",FALSE,FALSE,"(rsor:0.0206475,(mm10:0.0177983756,((gdol:0.0429453869,rdil:0.0299836418)100:0.0228769039,((hall:0.0205823211,mnat:0.0267227987)98:0.0067620331,pdel:0.0202445509)100:0.0165678851)96:0.0099084914):0.0206475);",chr19:15000001-20000000,20,9.431783786903788e-07,27
chr19:17200000-17210000,chr19,61431566,17200000,17210000,33.69,PASS,PASS,67.74000000000001,49.502500000000005,3,638,2,"#004949",3,638,2,"(rsor,((gdol,rdil)<1>,(mm10,((hall,mnat)<2>,pdel)<3>)<4>)<5>)<6>;",FALSE,TRUE,"(rsor:0.0354508,((gdol:0.0417212904,rdil:0.0498366024)100:0.0131029595,(mm10:0.0243285297,((hall:0.0276418896,mnat:0.0273306570)89:0.0089617550,pdel:0.0464061541)100:0.0193803899):0.0050583432)66:0.0354508);",chr19:15000001-20000000,20,9.431783786903788e-07,27
chr19:17210000-17220000,chr19,61431566,17210000,17220000,24.46,PASS,PASS,67.74000000000001,49.502500000000005,3,638,2,"#004949",3,638,2,"(rsor,((gdol,rdil)<1>,(mm10,((hall,mnat)<2>,pdel)<3>)<4>)<5>)<6>;",FALSE,TRUE,"(rsor:0.031124,((gdol:0.0573445141,rdil:0.0362668751)100:0.0228174705,(mm10:0.0306038620,((hall:0.0414140574,mnat:0.0447126287)100:0.0159310955,pdel:0.0268566514)98:0.0155318192):0.0086846010)100:0.031124);",chr19:15000001-20000000,20,9.431783786903788e-07,27
chr19:17220000-17230000,chr19,61431566,17220000,17230000,36.08,PASS,PASS,67.74000000000001,49.502500000000005,1,285,8,"#999999",1,285,8,"(rsor,(((hall,mnat)<1>,pdel)<2>,(mm10,(gdol,rdil)<3>)<4>)<5>)<6>;",FALSE,FALSE,"(rsor:0.0166195,(((hall:0.0238760921,mnat:0.0287441508)100:0.0157557337,pdel:0.0422893511)100:0.0218495907,(mm10:0.0228284316,(gdol:0.0302149897,rdil:0.0253994587)100:0.0076919150):0.0035861184)46:0.0166195);",chr19:15000001-20000000,20,9.431783786903788e-07,27
chr19:17230000-17240000,chr19,61431566,17230000,17240000,53.94,FILTER,PASS,67.74000000000001,49.502500000000005,NA,NA,NA,"NA",NA,NA,NA,"NA",NA,NA,"NA",chr19:15000001-20000000,20,9.431783786903788e-07,27
chr19:17240000-17250000,chr19,61431566,17240000,17250000,52.849999999999994,FILTER,PASS,67.74000000000001,49.502500000000005,NA,NA,NA,"NA",NA,NA,NA,"NA",NA,NA,"NA",chr19:15000001-20000000,20,9.431783786903788e-07,27
chr19:17250000-17260000,chr19,61431566,17250000,17260000,26.68,PASS,PASS,67.74000000000001,49.502500000000005,7,301,7,"#999999",7,301,7,"(rsor,(((hall,pdel)<1>,mnat)<2>,(mm10,(gdol,rdil)<3>)<4>)<5>)<6>;",FALSE,FALSE,"(rsor:0.0183557,(((hall:0.0239546001,pdel:0.0323803658)70:0.0054321881,mnat:0.0249859390)100:0.0282334526,(mm10:0.0182686078,(gdol:0.0358289870,rdil:0.0361075191)100:0.0109778986):0.0080755196)97:0.0183557);",chr19:15000001-20000000,20,9.431783786903788e-07,27
chr19:17260000-17270000,chr19,61431566,17260000,17270000,32.86,PASS,PASS,67.74000000000001,49.502500000000005,8,640,1,"#db6d00",8,640,1,"(rsor,((gdol,rdil)<1>,(mm10,((hall,pdel)<2>,mnat)<3>)<4>)<5>)<6>;",TRUE,FALSE,"(rsor:0.0275823,((gdol:0.0274550346,rdil:0.0376141433)100:0.0218585644,(mm10:0.0293327069,((hall:0.0305533300,pdel:0.0283016519)100:0.0109208517,mnat:0.0354643828)100:0.0145257600):0.0074274590)84:0.0275823);",chr19:15000001-20000000,20,9.431783786903788e-07,27
chr19:17270000-17280000,chr19,61431566,17270000,17280000,35.91,PASS,PASS,67.74000000000001,49.502500000000005,4,578,3,"#006ddb",4,578,3,"(rsor,((gdol,rdil)<1>,(mm10,(hall,(mnat,pdel)<2>)<3>)<4>)<5>)<6>;",FALSE,FALSE,"(rsor:0.0295932,((gdol:0.0336171252,rdil:0.0348608901)100:0.0212832322,(mm10:0.0299455202,(hall:0.0218380241,(mnat:0.0249810712,pdel:0.0315300577)100:0.0107411719)100:0.0173361272):0.0088216393)98:0.0295932);",chr19:15000001-20000000,20,9.431783786903788e-07,27
chr19:17280000-17290000,chr19,61431566,17280000,17290000,54.16,FILTER,PASS,67.74000000000001,49.502500000000005,NA,NA,NA,"NA",NA,NA,NA,"NA",NA,NA,"NA",chr19:15000001-20000000,20,9.431783786903788e-07,27
chr19:17290000-17300000,chr19,61431566,17290000,17300000,43.51,PASS,PASS,67.74000000000001,49.502500000000005,8,640,1,"#db6d00",8,640,1,"(rsor,((gdol,rdil)<1>,(mm10,((hall,pdel)<2>,mnat)<3>)<4>)<5>)<6>;",TRUE,FALSE,"(rsor:0.0216637,((gdol:0.0149960638,rdil:0.0192072071)94:0.0037379972,(mm10:0.0089165101,((hall:0.0295390898,pdel:0.0173665605)100:0.0065208322,mnat:0.0083739988)100:0.0086257755):0.0024039299)70:0.0216637);",chr19:15000001-20000000,20,9.431783786903788e-07,27
chr19:17300000-17310000,chr19,61431566,17300000,17310000,82.78999999999999,FILTER,PASS,67.74000000000001,49.502500000000005,NA,NA,NA,"NA",NA,NA,NA,"NA",NA,NA,"NA",chr19:15000001-20000000,20,9.431783786903788e-07,27
chr19:17310000-17320000,chr19,61431566,17310000,17320000,68.94,FILTER,PASS,67.74000000000001,49.502500000000005,NA,NA,NA,"NA",NA,NA,NA,"NA",NA,NA,"NA",chr19:15000001-20000000,20,9.431783786903788e-07,27
chr19:17320000-17330000,chr19,61431566,17320000,17330000,17.919999999999998,PASS,PASS,67.74000000000001,49.502500000000005,4,578,3,"#006ddb",4,578,3,"(rsor,((gdol,rdil)<1>,(mm10,(hall,(mnat,pdel)<2>)<3>)<4>)<5>)<6>;",FALSE,FALSE,"(rsor:0.0257421,((gdol:0.0379242044,rdil:0.0468809410)100:0.0169911292,(mm10:0.0254455571,(hall:0.0280742325,(mnat:0.0368284949,pdel:0.0398744405)100:0.0148886299)100:0.0183239091):0.0070438660)99:0.0257421);",chr19:15000001-20000000,20,9.431783786903788e-07,27
chr19:17330000-17340000,chr19,61431566,17330000,17340000,33.879999999999995,PASS,PASS,67.74000000000001,49.502500000000005,13,361,6,"#999999",13,361,6,"(rsor,(mm10,((gdol,rdil)<1>,((hall,pdel)<2>,mnat)<3>)<4>)<5>)<6>;",FALSE,FALSE,"(rsor:0.0192352,(mm10:0.0094308179,((gdol:0.0336160075,rdil:0.0333445118)100:0.0132388617,((hall:0.0297252180,pdel:0.0260398701)79:0.0084201839,mnat:0.0377424135)100:0.0106195472)55:0.0038203531):0.0192352);",chr19:15000001-20000000,20,9.431783786903788e-07,27
chr19:17340000-17350000,chr19,61431566,17340000,17350000,38.56,PASS,PASS,67.74000000000001,49.502500000000005,7,301,7,"#999999",7,301,7,"(rsor,(((hall,pdel)<1>,mnat)<2>,(mm10,(gdol,rdil)<3>)<4>)<5>)<6>;",FALSE,FALSE,"(rsor:0.0165693,(((hall:0.0209232235,pdel:0.0222379613)98:0.0070485496,mnat:0.0168766709)100:0.0144959625,(mm10:0.0095173560,(gdol:0.0180565728,rdil:0.0161652793)85:0.0036410867):0.0041429741)92:0.0165693);",chr19:15000001-20000000,20,9.431783786903788e-07,27
chr19:17350000-17360000,chr19,61431566,17350000,17360000,22.2,PASS,PASS,67.74000000000001,49.502500000000005,1,285,8,"#999999",1,285,8,"(rsor,(((hall,mnat)<1>,pdel)<2>,(mm10,(gdol,rdil)<3>)<4>)<5>)<6>;",FALSE,FALSE,"(rsor:0.0357392,(((hall:0.0339872495,mnat:0.0243186291)100:0.0139677757,pdel:0.0357552330)100:0.0167944397,(mm10:0.0203423687,(gdol:0.0326500069,rdil:0.0489860638)58:0.0096642122):0.0069334796)59:0.0357392);",chr19:15000001-20000000,20,9.431783786903788e-07,27
chr19:17360000-17370000,chr19,61431566,17360000,17370000,59.01,FILTER,PASS,67.74000000000001,49.502500000000005,NA,NA,NA,"NA",NA,NA,NA,"NA",NA,NA,"NA",chr19:15000001-20000000,20,9.431783786903788e-07,27
chr19:17370000-17380000,chr19,61431566,17370000,17380000,71.09,FILTER,PASS,67.74000000000001,49.502500000000005,NA,NA,NA,"NA",NA,NA,NA,"NA",NA,NA,"NA",chr19:15000001-20000000,20,9.431783786903788e-07,27
chr19:17380000-17390000,chr19,61431566,17380000,17390000,27.02,PASS,PASS,67.74000000000001,49.502500000000005,13,361,6,"#999999",13,361,6,"(rsor,(mm10,((gdol,rdil)<1>,((hall,pdel)<2>,mnat)<3>)<4>)<5>)<6>;",FALSE,FALSE,"(rsor:0.0235484,(mm10:0.0136601384,((gdol:0.0291430806,rdil:0.0412747762)100:0.0132869221,((hall:0.0257012024,pdel:0.0262713292)100:0.0096825199,mnat:0.0268133517)100:0.0144812163)87:0.0055041246):0.0235484);",chr19:15000001-20000000,20,9.431783786903788e-07,27
chr19:17390000-17400000,chr19,61431566,17390000,17400000,35.56,PASS,PASS,67.74000000000001,49.502500000000005,8,640,1,"#db6d00",8,640,1,"(rsor,((gdol,rdil)<1>,(mm10,((hall,pdel)<2>,mnat)<3>)<4>)<5>)<6>;",TRUE,FALSE,"(rsor:0.0237114,((gdol:0.0406619685,rdil:0.0222713239)100:0.0080895947,(mm10:0.0130045043,((hall:0.0253458304,pdel:0.0284345097)99:0.0089565615,mnat:0.0312872522)100:0.0133680685):0.0032255018)93:0.0237114);",chr19:15000001-20000000,20,9.431783786903788e-07,27
chr19:17400000-17410000,chr19,61431566,17400000,17410000,38.2,PASS,PASS,67.74000000000001,49.502500000000005,4,578,3,"#006ddb",4,578,3,"(rsor,((gdol,rdil)<1>,(mm10,(hall,(mnat,pdel)<2>)<3>)<4>)<5>)<6>;",FALSE,FALSE,"(rsor:0.025653,((gdol:0.0266367920,rdil:0.0366244197)100:0.0125837628,(mm10:0.0087325352,(hall:0.0342617675,(mnat:0.0237973597,pdel:0.0200072577)100:0.0080413943)100:0.0118197837):0.0060827451)85:0.025653);",chr19:15000001-20000000,20,9.431783786903788e-07,27
chr19:17410000-17420000,chr19,61431566,17410000,17420000,55.720000000000006,FILTER,PASS,67.74000000000001,49.502500000000005,NA,NA,NA,"NA",NA,NA,NA,"NA",NA,NA,"NA",chr19:15000001-20000000,20,9.431783786903788e-07,27
chr19:17420000-17430000,chr19,61431566,17420000,17430000,53.0,FILTER,PASS,67.74000000000001,49.502500000000005,NA,NA,NA,"NA",NA,NA,NA,"NA",NA,NA,"NA",chr19:15000001-20000000,20,9.431783786903788e-07,27
chr19:17430000-17440000,chr19,61431566,17430000,17440000,17.88,PASS,PASS,67.74000000000001,49.502500000000005,8,640,1,"#db6d00",8,640,1,"(rsor,((gdol,rdil)<1>,(mm10,((hall,pdel)<2>,mnat)<3>)<4>)<5>)<6>;",TRUE,FALSE,"(rsor:0.0196731,((gdol:0.0273499774,rdil:0.0359799251)85:0.0097195874,(mm10:0.0174745218,((hall:0.0257416600,pdel:0.0380664240)62:0.0100973794,mnat:0.0218666751)99:0.0121879972):0.0028563547)43:0.0196731);",chr19:15000001-20000000,20,9.431783786903788e-07,27
chr19:17440000-17450000,chr19,61431566,17440000,17450000,40.98,PASS,PASS,67.74000000000001,49.502500000000005,8,640,1,"#db6d00",8,640,1,"(rsor,((gdol,rdil)<1>,(mm10,((hall,pdel)<2>,mnat)<3>)<4>)<5>)<6>;",TRUE,FALSE,"(rsor:0.0238225,((gdol:0.0243919791,rdil:0.0264997802)100:0.0122354161,(mm10:0.0136645802,((hall:0.0415309467,pdel:0.0162802057)100:0.0087424767,mnat:0.0190947410)100:0.0118045431):0.0086249784)100:0.0238225);",chr19:15000001-20000000,20,9.431783786903788e-07,27
chr19:17450000-17460000,chr19,61431566,17450000,17460000,36.059999999999995,PASS,PASS,67.74000000000001,49.502500000000005,15,379,5,"#999999",15,379,5,"(rsor,(mm10,((gdol,rdil)<1>,(hall,(mnat,pdel)<2>)<3>)<4>)<5>)<6>;",FALSE,FALSE,"(rsor:0.0105127,(mm10:0.0076483799,((gdol:0.0456437868,rdil:0.0433556073)100:0.0169208739,(hall:0.0350929872,(mnat:0.0290802000,pdel:0.0294806009)86:0.0063396772)100:0.0330707891)100:0.0162755298):0.0105127);",chr19:15000001-20000000,20,9.431783786903788e-07,27
chr19:17460000-17470000,chr19,61431566,17460000,17470000,24.279999999999998,PASS,PASS,67.74000000000001,49.502500000000005,7,301,7,"#999999",7,301,7,"(rsor,(((hall,pdel)<1>,mnat)<2>,(mm10,(gdol,rdil)<3>)<4>)<5>)<6>;",FALSE,FALSE,"(rsor:0.0218149,(((hall:0.0318017341,pdel:0.0306999353)59:0.0056133558,mnat:0.0281915387)100:0.0259276806,(mm10:0.0222940136,(gdol:0.0190293999,rdil:0.0358268156)100:0.0147899025):0.0054192942)78:0.0218149);",chr19:15000001-20000000,20,9.431783786903788e-07,27
chr19:17470000-17480000,chr19,61431566,17470000,17480000,11.73,PASS,PASS,67.74000000000001,49.502500000000005,4,578,3,"#006ddb",4,578,3,"(rsor,((gdol,rdil)<1>,(mm10,(hall,(mnat,pdel)<2>)<3>)<4>)<5>)<6>;",FALSE,FALSE,"(rsor:0.0313569,((gdol:0.0362285853,rdil:0.0487078877)100:0.0273611365,(mm10:0.0327404834,(hall:0.0286182697,(mnat:0.0399134368,pdel:0.0345070825)100:0.0193072977)100:0.0200873538):0.0077832520)89:0.0313569);",chr19:15000001-20000000,20,9.431783786903788e-07,27
chr19:17480000-17490000,chr19,61431566,17480000,17490000,26.0,PASS,PASS,67.74000000000001,49.502500000000005,5,390,4,"#999999",5,390,4,"(rsor,(mm10,((gdol,rdil)<1>,((hall,mnat)<2>,pdel)<3>)<4>)<5>)<6>;",FALSE,FALSE,"(rsor:0.022444,(mm10:0.0172896405,((gdol:0.0296658197,rdil:0.0373605829)100:0.0186325917,((hall:0.0187743006,mnat:0.0251475973)100:0.0137447759,pdel:0.0435549558)100:0.0162681732)59:0.0055127352):0.022444);",chr19:15000001-20000000,20,9.431783786903788e-07,27
chr19:17490000-17500000,chr19,61431566,17490000,17500000,22.830000000000002,PASS,PASS,67.74000000000001,49.502500000000005,4,578,3,"#006ddb",4,578,3,"(rsor,((gdol,rdil)<1>,(mm10,(hall,(mnat,pdel)<2>)<3>)<4>)<5>)<6>;",FALSE,FALSE,"(rsor:0.0247355,((gdol:0.0370466754,rdil:0.0346400948)100:0.0276332935,(mm10:0.0315250226,(hall:0.0338746088,(mnat:0.0247183309,pdel:0.0229076818)99:0.0108035552)100:0.0186336908):0.0071323676)100:0.0247355);",chr19:15000001-20000000,20,9.431783786903788e-07,27
chr19:17500000-17510000,chr19,61431566,17500000,17510000,41.93,PASS,PASS,67.74000000000001,49.502500000000005,6,272,9,"#999999",6,272,9,"(rsor,((hall,(mnat,pdel)<1>)<2>,(mm10,(gdol,rdil)<3>)<4>)<5>)<6>;",FALSE,FALSE,"(rsor:0.0170346,((hall:0.0279141568,(mnat:0.0319052796,pdel:0.0397427864)90:0.0066171411)100:0.0326495167,(mm10:0.0225389502,(gdol:0.0279646822,rdil:0.0423333131)100:0.0209359628):0.0050381812)44:0.0170346);",chr19:15000001-20000000,20,9.431783786903788e-07,27
chr19:17510000-17520000,chr19,61431566,17510000,17520000,22.46,PASS,PASS,67.74000000000001,49.502500000000005,7,301,7,"#999999",7,301,7,"(rsor,(((hall,pdel)<1>,mnat)<2>,(mm10,(gdol,rdil)<3>)<4>)<5>)<6>;",FALSE,FALSE,"(rsor:0.0360391,(((hall:0.0392836572,pdel:0.0321962288)100:0.0109375454,mnat:0.0292429813)100:0.0156675350,(mm10:0.0294098160,(gdol:0.0462752343,rdil:0.0384310535)80:0.0131849385):0.0068082796)65:0.0360391);",chr19:15000001-20000000,20,9.431783786903788e-07,27
chr19:17520000-17530000,chr19,61431566,17520000,17530000,44.9,PASS,PASS,67.74000000000001,49.502500000000005,4,578,3,"#006ddb",4,578,3,"(rsor,((gdol,rdil)<1>,(mm10,(hall,(mnat,pdel)<2>)<3>)<4>)<5>)<6>;",FALSE,FALSE,"(rsor:0.0225921,((gdol:0.0342033164,rdil:0.0472850730)95:0.0087542244,(mm10:0.0220824328,(hall:0.0288941397,(mnat:0.0276338903,pdel:0.0259896813)90:0.0039249114)100:0.0259031839):0.0046055380)85:0.0225921);",chr19:15000001-20000000,20,9.431783786903788e-07,27
chr19:17530000-17540000,chr19,61431566,17530000,17540000,42.35,PASS,PASS,67.74000000000001,49.502500000000005,4,578,3,"#006ddb",4,578,3,"(rsor,((gdol,rdil)<1>,(mm10,(hall,(mnat,pdel)<2>)<3>)<4>)<5>)<6>;",FALSE,FALSE,"(rsor:0.0234279,((gdol:0.0327259841,rdil:0.0280971632)100:0.0162459679,(mm10:0.0307674177,(hall:0.0309041428,(mnat:0.0297893530,pdel:0.0274871644)61:0.0080666001)100:0.0139700921):0.0055412844)96:0.0234279);",chr19:15000001-20000000,20,9.431783786903788e-07,27
chr19:17540000-17550000,chr19,61431566,17540000,17550000,34.44,PASS,PASS,67.74000000000001,49.502500000000005,1,285,8,"#999999",1,285,8,"(rsor,(((hall,mnat)<1>,pdel)<2>,(mm10,(gdol,rdil)<3>)<4>)<5>)<6>;",FALSE,FALSE,"(rsor:0.0210567,(((hall:0.0336409090,mnat:0.0270867917)72:0.0049806149,pdel:0.0234457686)100:0.0235130551,(mm10:0.0275379454,(gdol:0.0276570974,rdil:0.0320658649)100:0.0146721223):0.0047944218)60:0.0210567);",chr19:15000001-20000000,20,9.431783786903788e-07,27
chr19:17550000-17560000,chr19,61431566,17550000,17560000,19.35,PASS,PASS,67.74000000000001,49.502500000000005,3,638,2,"#004949",3,638,2,"(rsor,((gdol,rdil)<1>,(mm10,((hall,mnat)<2>,pdel)<3>)<4>)<5>)<6>;",FALSE,TRUE,"(rsor:0.0293462,((gdol:0.0388821571,rdil:0.0370142664)100:0.0139587103,(mm10:0.0333241849,((hall:0.0371300682,mnat:0.0284284465)100:0.0118072307,pdel:0.0223654916)100:0.0218556980):0.0125214084)100:0.0293462);",chr19:15000001-20000000,20,9.431783786903788e-07,27
