"window","mean.pairwise.wrf","first.last.wrf","first.last.dist","decay.to.first","num.trees","num.uniq.trees","marker.slopes","recomb.level"
"chr13:106000001-107000000",NA,0.163230833436833,990000,-0.0487452672611969,53,23,1.07693464477736e-06,NA
"chr13:107000001-108000000",NA,0.285843111149035,990000,0.0120149484271429,91,27,1.64748282092038e-06,NA
"chr13:108000001-109000000",NA,0.221053133205981,980000,-0.00510618273815162,72,25,0,NA
"chr13:109000001-110000000",NA,0.350036708898505,990000,0.0169080176670359,87,30,NA,NA
"chr13:110000001-111000000",NA,0.197627512041234,990000,0.00309206153011061,85,26,NA,NA
"chr13:111000001-112000000",NA,0.212585778451357,980000,0.0030391665791629,72,23,7.32291637806278e-07,NA
"chr13:112000001-113000000",NA,0.296843516050147,990000,0.0148105232972174,91,31,2.92318859854367e-07,NA
"chr13:113000001-114000000",NA,0.328758801807543,970000,0.0115184981645563,78,29,1.39737540053362e-07,NA
"chr13:114000001-115000000",NA,0.202242966550892,990000,0.00192642324861829,83,30,NA,NA
"chr13:115000001-116000000",NA,0.50262162761687,990000,0.0536134533050938,73,32,NA,NA
"chr13:116000001-117000000",NA,0.284959201395002,990000,0.00840608506588992,72,25,NA,NA
"chr13:117000001-118000000",NA,0.209208630948544,980000,0.0109124818484261,70,24,1.86190126350526e-06,NA
"chr13:118000001-119000000",NA,0.28803794904869,970000,0.0116307411601405,60,20,NA,NA
"chr13:119000001-120000000",NA,0.960531028796943,960000,0.155492076569237,56,31,NA,NA
"chr13:120000001-120421639",NA,0.677053901022098,300000,0.0185233637140997,15,15,NA,NA
"chr14:4000001-5000000",NA,0.8916733259975,980000,0.0038861226625089,22,22,NA,NA
"chr14:5000001-6000000",NA,0.713406564013887,930000,-0.185307597478316,15,12,NA,NA
"chr14:6000001-7000000",NA,0.923172956880822,960000,-0.0118298482864165,24,23,NA,NA
"chr14:7000001-8000000",NA,0.990110666683343,980000,0.148866350707355,44,34,NA,NA
"chr14:8000001-9000000",NA,0.28096695672464,990000,0.0166726450910745,54,22,4.94854565518441e-07,NA
"chr14:9000001-10000000",NA,0.214114484459224,990000,0.000574356251289048,73,23,NA,NA
"chr14:10000001-11000000",NA,0.390570990977924,980000,0.01090857008462,71,26,NA,NA
"chr14:11000001-12000000",NA,0.178615242093468,990000,0.00696342852348767,73,23,0,NA
"chr14:12000001-13000000",NA,0.352416954815289,970000,0.015111479254186,82,21,5.67632652500934e-07,NA
"chr14:13000001-14000000",NA,0.298145324882879,990000,0.00329387265897965,53,23,NA,NA
"chr14:14000001-15000000",NA,0.363926107019918,990000,0.0197250209296158,40,20,0,NA
"chr14:15000001-16000000",NA,0.326808604799781,990000,0.0249529525956738,47,20,0,NA
"chr14:16000001-17000000",NA,0.510311719819185,900000,0.00229275373930123,60,22,0,NA
"chr14:17000001-18000000",NA,0.396174575676243,980000,0.00779733303519422,54,22,0,NA
"chr14:18000001-19000000",NA,0.769611397659087,990000,0.0214331903869287,43,19,NA,NA
"chr14:19000001-20000000",NA,0.717263460925785,980000,0.0871560068719108,48,33,NA,NA
"chr14:20000001-21000000",NA,0.279931361785208,990000,0.000237778334904908,78,22,NA,NA
"chr14:21000001-22000000",NA,0.106022780094028,990000,-0.00599950971312923,80,26,4.71945025894042e-07,NA
"chr14:22000001-23000000",NA,0.30837500125925,950000,0.00119768316606078,92,17,NA,NA
"chr14:23000001-24000000",NA,0.275952788989979,980000,0.028599665658691,89,24,NA,NA
"chr14:24000001-25000000",NA,0.152152072974297,990000,-0.0239595215643486,70,25,NA,NA
"chr14:25000001-26000000",NA,0.752141378053687,980000,0.0634616470025219,86,23,NA,NA
"chr14:26000001-27000000",NA,0.985150145220835,950000,0.0334433324702506,54,22,NA,NA
"chr14:27000001-28000000",NA,0.293382580634607,990000,0.0168814958774306,83,22,6.77849655972931e-07,NA
"chr14:28000001-29000000",NA,0.317498245079368,990000,-0.0115312455419694,91,24,0,NA
"chr14:29000001-30000000",NA,0.215679150720983,990000,-0.00917167715702396,89,21,2.36195819296717e-06,NA
"chr14:30000001-31000000",NA,0.251634685295044,950000,0.0139917093216749,77,27,7.94203256794206e-07,NA
"chr14:31000001-32000000",NA,0.194924806961859,980000,0.00916948593758742,81,27,NA,NA
"chr14:32000001-33000000",NA,0.325623385896668,990000,0.0133682256120245,89,24,0,NA
"chr14:33000001-34000000",NA,0.265796628539822,990000,0.0122158342257678,80,24,9.42782528400227e-07,NA
"chr14:34000001-35000000",NA,0.213222980287939,990000,-0.00166350972871779,85,26,5.91969497340548e-08,NA
"chr14:35000001-36000000",NA,0.147241168415296,990000,0.0230448865802834,52,17,NA,NA
"chr14:36000001-37000000",NA,0.407816696055182,980000,0.0211306202808992,56,19,5.2333002894643e-07,NA
"chr14:37000001-38000000",NA,0.337166383761216,970000,0.00186922518349145,48,17,1.35903355219237e-06,NA
"chr14:38000001-39000000",NA,0.399436839577169,930000,-0.00396831420364078,65,33,NA,NA
"chr14:39000001-40000000",NA,0.152221278153017,950000,-0.0229982273092733,58,19,1.1733611695059e-07,NA
"chr14:40000001-41000000",NA,0.407977303921381,990000,0.0192573142909002,43,21,NA,NA
"chr14:41000001-42000000",NA,0.987062042094264,980000,0.252461934918367,34,25,NA,NA
"chr14:42000001-43000000",NA,0.970252722541554,990000,-0.0291423618764081,25,25,NA,NA
"chr14:43000001-44000000",NA,0.895845777412777,940000,-0.00405014274844287,38,36,NA,NA
"chr14:44000001-45000000",NA,0.966707732545576,990000,0.119067515899901,49,46,NA,NA
"chr14:45000001-46000000",NA,0.240252967770442,990000,0.0031348523214734,65,20,NA,NA
"chr14:46000001-47000000",NA,0.292334242776313,990000,0.00756484888336478,81,25,9.29203005653507e-07,NA
"chr14:47000001-48000000",NA,0.258929174918546,990000,0.0103600251628482,78,26,7.18492356745705e-35,NA
"chr14:48000001-49000000",NA,0.159081692879669,980000,0.0129794920383249,85,26,1.33459134050217e-06,NA
"chr14:49000001-50000000",NA,0.765708277459649,930000,0.0517034166833236,61,20,NA,NA
"chr14:50000001-51000000",NA,0.484883151455109,960000,-0.0277067787291139,34,17,NA,NA
"chr14:51000001-52000000",NA,0.336587089394591,970000,0.0883209874113598,50,42,NA,NA
"chr14:52000001-53000000",NA,0.768416279259412,980000,0.125576368009178,41,26,NA,NA
"chr14:53000001-54000000",NA,0.700925528935519,960000,0.0648147366253398,38,29,NA,NA
"chr14:54000001-55000000",NA,0.115550249788876,980000,-0.00290331120208751,76,24,NA,NA
"chr14:55000001-56000000",NA,0.768617637593029,970000,-0.00237894295977977,58,20,NA,NA
"chr14:56000001-57000000",NA,0.550858551994554,950000,0.0263214264575711,58,32,NA,NA
"chr14:57000001-58000000",NA,0.223015940408211,960000,-0.00617029737926636,76,25,4.80501920064926e-07,NA
"chr14:58000001-59000000",NA,0.219523373831358,990000,0.0211283461442679,73,21,6.47831094930327e-07,NA
"chr14:59000001-60000000",NA,0.246319195292752,950000,-0.024394275685111,72,24,3.48551124481836e-07,NA
"chr14:60000001-61000000",NA,0.243620854351627,990000,0.0209557310553649,79,27,5.15636572224709e-07,NA
"chr14:61000001-62000000",NA,0.242862162206416,970000,-0.00465493307694875,70,27,1.39877680812803e-06,NA
"chr14:62000001-63000000",NA,0.185184849590531,990000,-0.00319022038176245,82,31,7.38410779595078e-08,NA
"chr14:63000001-64000000",NA,0.321783622292239,980000,0.0151357541292565,91,23,NA,NA
"chr14:64000001-65000000",NA,0.249140396180688,990000,-0.000581960085822377,84,19,7.17128163817264e-07,NA
"chr14:65000001-66000000",NA,0.262706647988334,980000,0.00560058965079022,82,22,6.71448875261969e-07,NA
"chr14:66000001-67000000",NA,0.11246238634084,990000,-0.0190740129942234,76,25,NA,NA
"chr14:67000001-68000000",NA,0.20669825523711,990000,-0.0110771983576105,89,26,2.55799708621552e-08,NA
"chr14:68000001-69000000",NA,0.224448726665371,970000,0.0144058076811071,75,26,4.94711561427856e-07,NA
"chr14:69000001-70000000",NA,0.131414942251651,990000,0.0472066044801349,74,42,NA,NA
"chr14:70000001-71000000",NA,0.165008284411584,990000,-0.00589362972666454,90,24,8.06331273375201e-07,NA
"chr14:71000001-72000000",NA,0.13039955401987,990000,-0.00309875420400186,66,19,5.19420617098367e-07,NA
"chr14:72000001-73000000",NA,0.308488982446075,990000,0.0151659737134277,70,24,NA,NA
"chr14:73000001-74000000",NA,0.158529624741671,970000,0.0148317265020501,64,33,6.64771500869914e-07,NA
"chr14:74000001-75000000",NA,0.230696618226481,990000,-0.00430680494393473,70,27,4.4508148335073e-07,NA
"chr14:75000001-76000000",NA,0.372721667665932,990000,0.000533589092838737,82,29,9.2972750480987e-07,NA
"chr14:76000001-77000000",NA,0.315953478321655,990000,0.0169435720113559,88,23,4.46376975422781e-07,NA
"chr14:77000001-78000000",NA,0.298060533054704,990000,0.00483350152232889,83,18,6.06233889554938e-07,NA
"chr14:78000001-79000000",NA,0.364577041679811,990000,0.0177328546389533,74,30,NA,NA
"chr14:79000001-80000000",NA,0.320964775009339,980000,-0.000410101400481819,82,27,NA,NA
"chr14:80000001-81000000",NA,0.19758787035091,990000,0.0183792833919711,64,21,NA,NA
"chr14:81000001-82000000",NA,0.505544532022103,990000,0.0261056874789464,52,32,3.05443484133256e-07,NA
"chr14:82000001-83000000",NA,0.367286747521976,940000,-0.00817813413509941,34,22,NA,NA
"chr14:83000001-84000000",NA,0.281232862456723,900000,-0.00948475862537132,26,18,NA,NA
"chr14:84000001-85000000",NA,0.302523323950774,970000,0.0236292561833159,50,29,0,NA
"chr14:85000001-86000000",NA,0.301952277706958,980000,-0.00825308072644076,60,23,0,NA
"chr14:86000001-87000000",NA,0.25493170517251,990000,0.00419040804654362,78,24,2.29872127338297e-07,NA
"chr14:87000001-88000000",NA,0.271314221741993,990000,0.0233126797557427,57,21,9.2481492515045e-08,NA
"chr14:88000001-89000000",NA,0.364549982493367,980000,0.0455316485337111,47,22,NA,NA
"chr14:89000001-90000000",NA,0.289799081518571,930000,0.0216726661374487,45,25,NA,NA
"chr14:90000001-91000000",NA,0.250421663102455,910000,0.0151739433312618,38,25,NA,NA
"chr14:91000001-92000000",NA,0.316324355258789,920000,-0.0201919448303256,37,28,0,NA
"chr14:92000001-93000000",NA,0.328348353853693,950000,0.0108462990346754,38,19,5.54363974938176e-07,NA
"chr14:93000001-94000000",NA,0.259282822009817,970000,-0.00521215101543088,91,33,2.43403307300926e-07,NA
"chr14:94000001-95000000",NA,0.229426141998912,970000,-0.0232883984688283,52,28,3.22935630567013e-07,NA
"chr14:95000001-96000000",NA,0.226605842167121,990000,-0.000999590446572147,49,28,2.87465775131148e-07,NA
"chr14:96000001-97000000",NA,0.225634232645508,980000,-0.000484474671518925,46,26,1.10322621203329e-06,NA
"chr14:97000001-98000000",NA,0.431324757573363,990000,0.0468046486864125,59,22,NA,NA
"chr14:98000001-99000000",NA,0.126247140011971,980000,0.000910827152205909,79,23,NA,NA
"chr14:99000001-100000000",NA,0.15464315976506,980000,-0.0388456072343132,87,26,2.97379607381102e-06,NA
"chr14:100000001-101000000",NA,0.371833146783088,970000,0.0139970264945158,80,27,NA,NA
"chr14:101000001-102000000",NA,0.436618912090325,990000,-0.00455670465015848,75,24,NA,NA
"chr14:102000001-103000000",NA,0.181361649086091,970000,0.00121649880958824,61,24,NA,NA
"chr14:103000001-104000000",NA,0.217811718452464,980000,0.00245240577660419,83,22,NA,NA
"chr14:104000001-105000000",NA,0.36356532810266,940000,0.0143804094685277,77,23,NA,NA
"chr14:105000001-106000000",NA,0.273304730057993,980000,0.0209351106490277,75,29,NA,NA
"chr14:106000001-107000000",NA,0.251983723579891,980000,0.00704477764999198,54,32,0,NA
"chr14:107000001-108000000",NA,0.375627841163868,970000,-0.0143182671758574,40,24,NA,NA
"chr14:108000001-109000000",NA,0.332240048807579,980000,0.00705311336417001,52,32,NA,NA
"chr14:109000001-110000000",NA,0.360861078798413,950000,-0.00833749359348282,33,21,NA,NA
"chr14:110000001-111000000",NA,0.313796942310111,990000,-0.00576605252701062,47,36,NA,NA
"chr14:111000001-112000000",NA,0.339459457218593,990000,0.0081031991024628,53,26,8.64160010358659e-07,NA
"chr14:112000001-113000000",NA,0.331809144456057,980000,-6.40860366002206e-05,40,24,NA,NA
"chr14:113000001-114000000",NA,0.362649884774761,920000,-0.00451998862913636,49,26,NA,NA
"chr14:114000001-115000000",NA,0.28401786168294,960000,0.00946047621528611,48,23,NA,NA
"chr14:115000001-116000000",NA,0.513122165937128,990000,0.0155662117367937,68,29,NA,NA
"chr14:116000001-117000000",NA,0.272950786944265,990000,0.00969206654838177,62,27,4.27676186492783e-07,NA
"chr14:117000001-118000000",NA,0.182329382604748,980000,-0.00445032811815668,92,30,NA,NA
"chr14:118000001-119000000",NA,0.265428937331795,980000,-0.00832287265864263,89,29,7.49704021977115e-07,NA
"chr14:119000001-120000000",NA,0.224405667999144,980000,0.0389677400293284,83,29,NA,NA
"chr14:120000001-121000000",NA,0.341506577497355,950000,0.0400754279999899,68,36,NA,NA
"chr14:121000001-122000000",NA,0.227955944067605,960000,-0.0335095896006702,84,24,1.18305728797522e-06,NA
"chr14:122000001-123000000",NA,0.286910489059221,980000,0.00705608281790151,85,22,NA,NA
"chr14:123000001-124000000",NA,0.0994850921257553,980000,-0.00913516207125242,59,16,1.06455228447123e-07,NA
"chr14:124000001-124902244",NA,0.385205328686625,650000,0.0239000149684928,36,13,NA,NA
"chr15:3000001-4000000",NA,0.955337222059871,900000,0.0607810158208,53,27,NA,NA
"chr15:4000001-5000000",NA,0.250548134749319,930000,0.0137800470412815,51,27,NA,NA
"chr15:5000001-6000000",NA,0.231027957743454,940000,0.014646627799025,49,25,NA,NA
"chr15:6000001-7000000",NA,0.476050579698138,970000,0.00390744834756709,76,31,NA,NA
"chr15:7000001-8000000",NA,0.285153171901872,990000,0.0193744080536895,89,24,NA,NA
"chr15:8000001-9000000",NA,0.346895806919434,990000,0.00344293252921342,69,27,NA,NA
"chr15:9000001-10000000",NA,0.255426232048103,970000,-0.00126599617457454,54,31,NA,NA
"chr15:10000001-11000000",NA,0.279489219595119,980000,-0.0342665875769872,72,25,1.41969238583261e-07,NA
"chr15:11000001-12000000",NA,0.143372236777901,990000,0.0147025297380466,80,30,NA,NA
"chr15:12000001-13000000",NA,0.28802924626693,980000,-0.00121502841401568,79,31,0,NA
"chr15:13000001-14000000",NA,0.219595430180265,990000,-0.0116772015610793,76,19,NA,NA
"chr15:14000001-15000000",NA,0.346044063957549,920000,0.0383866787306485,35,23,1.82862750800084e-07,NA
"chr15:15000001-16000000",NA,0.287576760848565,980000,-0.000879582863725207,48,28,-5.2183723543675e-36,NA
"chr15:16000001-17000000",NA,0.438303834263237,920000,0.000498989947756512,51,27,1.87294864016553e-07,NA
"chr15:17000001-18000000",NA,0.33000914623242,990000,0.000835084282114232,48,30,0,NA
"chr15:18000001-19000000",NA,0.304560156495449,990000,0.0234606567585994,59,31,NA,NA
"chr15:19000001-20000000",NA,0.438259385350888,970000,0.0423586812536602,34,18,0,NA
"chr15:20000001-21000000",NA,0.243112108143591,970000,0.00711169242952805,48,27,0,NA
"chr15:21000001-22000000",NA,0.301160207967481,990000,0.0330216025782453,57,30,NA,NA
"chr15:22000001-23000000",NA,0.346682168384032,970000,0.0109898068480018,57,30,3.57348806472423e-07,NA
"chr15:23000001-24000000",NA,0.334760879444956,980000,0.00657431341855088,54,24,NA,NA
"chr15:24000001-25000000",NA,0.275914165349949,980000,-0.00525216354019923,45,22,NA,NA
"chr15:25000001-26000000",NA,0.279062457352439,990000,-0.00208623860883515,85,33,NA,NA
"chr15:26000001-27000000",NA,0.259643531032557,980000,0.0232154233336047,78,24,1.65235392667609e-07,NA
"chr15:27000001-28000000",NA,0.203343252266407,980000,0.0033225926877514,74,24,NA,NA
"chr15:28000001-29000000",NA,0.198384071092678,990000,0.014990186228038,71,29,NA,NA
"chr15:29000001-30000000",NA,0.382337387674972,940000,0.0150087087153971,40,21,NA,NA
"chr15:30000001-31000000",NA,0.19786357858923,980000,0.0127180830391378,83,25,7.38004862222725e-07,NA
"chr15:31000001-32000000",NA,0.229503513573401,990000,-0.00535729641245655,75,21,4.5611127188071e-07,NA
"chr15:32000001-33000000",NA,0.264411748296015,960000,0.0146976008528696,74,22,1.1640496335612e-06,NA
"chr15:33000001-34000000",NA,0.268888667625504,680000,0.0258299991814906,27,14,2.88816846132108e-07,NA
"chr15:34000001-35000000",NA,0.28348614582535,920000,-0.0133523263928368,59,20,4.15602895561535e-07,NA
"chr15:35000001-36000000",NA,0.245431938532804,930000,0.00877645895862162,56,25,NA,NA
"chr15:36000001-37000000",NA,0.102647635856249,990000,-0.00308543280935535,77,25,1.7425026440377e-07,NA
"chr15:37000001-38000000",NA,0.287947750352415,990000,-0.0158663185009442,72,22,5.12138858252948e-07,NA
"chr15:38000001-39000000",NA,0.237761152487478,990000,0.0140956023820749,57,20,NA,NA
"chr15:39000001-40000000",NA,0.239536806478831,990000,0.0110057652917864,72,24,1.80299092445924e-07,NA
"chr15:40000001-41000000",NA,0.227244591531235,990000,0.0201337802710175,78,27,-4.97896178475806e-35,NA
"chr15:41000001-42000000",NA,0.292132400658812,980000,0.00554156130487369,77,28,NA,NA
"chr15:42000001-43000000",NA,0.42189075523007,960000,0.0128050448826976,62,21,0,NA
"chr15:43000001-44000000",NA,0.546480459767015,990000,0.0250560851153555,56,21,1.25739542459081e-07,NA
"chr15:44000001-45000000",NA,0.365704582077376,970000,0.0136174598106711,60,23,2.98404584398427e-07,NA
"chr15:45000001-46000000",NA,0.369140311870616,930000,0.0304516134674411,29,20,NA,NA
"chr15:46000001-47000000",NA,0.549146975763541,910000,-0.0362676880655053,22,21,4.23748640535878e-07,NA
"chr15:47000001-48000000",NA,0.394153067975066,930000,0.0160426593682961,44,23,NA,NA
"chr15:48000001-49000000",NA,0.189654242740752,960000,0.00806460986463159,56,27,NA,NA
"chr15:49000001-50000000",NA,0.450935248257313,910000,0.0200623707137907,33,23,NA,NA
"chr15:50000001-51000000",NA,0.281173119044709,990000,-0.00331894633621875,64,29,5.67313499696105e-07,NA
"chr15:51000001-52000000",NA,0.272392582239343,990000,0.0146253326635989,88,26,3.18588876302931e-07,NA
"chr15:52000001-53000000",NA,0.252963944711622,990000,0.00540178293105887,49,17,5.38283082674617e-07,NA
"chr15:53000001-54000000",NA,0.204949721433838,990000,0.00119665335129225,77,20,1.67837701670469e-06,NA
"chr15:54000001-55000000",NA,0.267828824951758,970000,-0.00457977633367229,66,24,8.62341297766271e-07,NA
"chr15:55000001-56000000",NA,0.202690565834307,960000,-0.00971038674624909,81,22,NA,NA
"chr15:56000001-57000000",NA,0.264397164417036,970000,-0.0221001365092623,56,25,NA,NA
"chr15:57000001-58000000",NA,0.237479677681916,960000,-0.00405377218684369,68,23,NA,NA
"chr15:58000001-59000000",NA,0.161326639432713,990000,-0.00455221783990994,90,26,1.77693135907199e-07,NA
"chr15:59000001-60000000",NA,0.26229830407746,990000,-0.0012421808699715,86,26,6.39012171053745e-07,NA
"chr15:60000001-61000000",NA,0.197202663160459,980000,-0.0183971581834664,56,26,NA,NA
"chr15:61000001-62000000",NA,0.306781314309342,990000,0.00603552754830753,71,20,5.97750619347184e-07,NA
"chr15:62000001-63000000",NA,0.352185927359262,990000,0.00321890926999623,80,26,NA,NA
"chr15:63000001-64000000",NA,0.345373924792521,990000,0.0725071657065156,71,32,NA,NA
"chr15:64000001-65000000",NA,0.258981797860804,990000,0.0231786760777673,82,23,5.1731143699265e-07,NA
"chr15:65000001-66000000",NA,0.195444043407686,980000,-0.029845968847289,51,30,1.81455649839849e-07,NA
"chr15:66000001-67000000",NA,0.201598841673796,990000,1.89580187592841e-05,86,23,1.79492234779305e-07,NA
"chr15:67000001-68000000",NA,0.230267724678281,980000,0.0244931189808377,62,24,1.79705082700066e-07,NA
"chr15:68000001-69000000",NA,0.272660287956154,950000,0.0156227874867777,79,29,8.65746023825269e-07,NA
"chr15:69000001-70000000",NA,0.269799305665278,920000,0.0304227507231834,66,27,NA,NA
"chr15:70000001-71000000",NA,0.269200191350167,980000,0.0151909664860515,62,31,NA,NA
"chr15:71000001-72000000",NA,0.543067159257414,990000,0.0391541201017223,75,23,1.90229651522999e-07,NA
"chr15:72000001-73000000",NA,0.199825833210191,980000,-0.00518699771169715,77,26,NA,NA
"chr15:73000001-74000000",NA,0.286537650330323,990000,-0.0015668792740706,88,26,NA,NA
"chr15:74000001-75000000",NA,0.946361538791704,990000,0.0369884420975055,89,23,NA,NA
"chr15:75000001-76000000",NA,0.937676399705149,950000,0.150574800530041,52,29,NA,NA
"chr15:76000001-77000000",NA,0.452211216135629,990000,0.033617534503429,82,29,NA,NA
"chr15:77000001-78000000",NA,0.430325226933325,990000,0.036364288950477,74,35,6.36400111231666e-07,NA
"chr15:78000001-79000000",NA,0.221387905105041,990000,0.00391173189210795,94,26,1.05724569851623e-06,NA
"chr15:79000001-80000000",NA,0.127669048919019,990000,0.00369902029222738,86,30,2.41772907180259e-07,NA
"chr15:80000001-81000000",NA,0.207719679008212,970000,-0.00376940792548199,85,28,NA,NA
"chr15:81000001-82000000",NA,0.235791843404228,990000,0.00496788775361739,70,23,3.30343457289165e-07,NA
"chr15:82000001-83000000",NA,0.152865082578404,980000,0.0569553272117514,68,32,NA,NA
"chr15:83000001-84000000",NA,0.28815211582231,990000,-0.0184040170837222,82,25,0,NA
"chr15:84000001-85000000",NA,0.283545226704685,990000,-0.00563257917010155,83,22,6.25364223476095e-07,NA
"chr15:85000001-86000000",NA,0.312751240043874,990000,-0.00215545646939579,88,26,2.31299303242722e-07,NA
"chr15:86000001-87000000",NA,0.250307082698714,990000,0.0080180604484088,89,26,6.08955499185894e-07,NA
"chr15:87000001-88000000",NA,0.253475563693559,990000,0.0127492974066231,88,22,4.67085575239607e-07,NA
"chr15:88000001-89000000",NA,0.29659765559589,990000,0.00134265065022579,82,24,NA,NA
"chr15:89000001-90000000",NA,0.166368885399162,970000,0.0363310090156181,58,20,NA,NA
"chr15:90000001-91000000",NA,0.195477200874614,980000,0.00627621861864655,71,29,9.16007675394438e-07,NA
"chr15:91000001-92000000",NA,0.30286068549326,970000,0.00658831736084391,79,27,NA,NA
"chr15:92000001-93000000",NA,0.25605886494399,990000,0.00156448355899532,82,25,4.08619467093963e-07,NA
"chr15:93000001-94000000",NA,0.268087953838822,990000,0.00259022060444915,87,36,NA,NA
"chr15:94000001-95000000",NA,0.376584647835644,990000,0.0100888713447572,80,34,NA,NA
"chr15:95000001-96000000",NA,0.212218744883345,960000,-0.0129995512205783,80,28,1.90254869096903e-06,NA
"chr15:96000001-97000000",NA,0.190081566178361,990000,0.0214555784140288,77,36,NA,NA
"chr15:97000001-98000000",NA,0.199956025824368,990000,-0.00591886816973118,75,28,NA,NA
"chr15:98000001-99000000",NA,0.328251747128504,990000,0.00610667171639368,71,28,NA,NA
"chr15:99000001-100000000",NA,0.396861122953253,960000,0.00276163211656534,71,35,1.58163302562081e-07,NA
"chr15:100000001-101000000",NA,0.318166295780051,980000,0.00205143742063126,78,32,2.92907159262912e-07,NA
"chr15:101000001-102000000",NA,0.189646818818542,990000,0.0158342585638876,89,23,9.30458906695265e-07,NA
"chr15:102000001-103000000",NA,0.221155748652675,990000,0.00831578306303055,78,20,NA,NA
"chr15:103000001-104000000",NA,0.462927269244475,910000,0.0632865463491734,56,19,NA,NA
"chr16:3000001-4000000",NA,0.978511262127174,830000,0.0741401049171617,32,18,NA,NA
"chr16:4000001-5000000",NA,0.216403101983321,950000,0.00142410998604616,70,22,NA,NA
"chr16:5000001-6000000",NA,0.276181483824834,980000,0.00914730873559123,82,25,NA,NA
"chr16:6000001-7000000",NA,0.252362767928532,990000,0.00620034971719612,94,23,1.32970169482349e-06,NA
"chr16:7000001-8000000",NA,0.252231040515311,980000,-0.0106613466880495,76,25,NA,NA
"chr16:8000001-9000000",NA,0.320260140134034,990000,0.0226082477380615,56,15,1.29554663297663e-06,NA
"chr16:9000001-10000000",NA,0.258719028658529,980000,0.00666652240018193,69,17,NA,NA
"chr16:10000001-11000000",NA,0.169707489978385,990000,0.00463172238696853,75,25,NA,NA
"chr16:11000001-12000000",NA,0.330248888751663,980000,0.010038022374025,79,25,NA,NA
"chr16:12000001-13000000",NA,0.32024088666636,960000,0.0172131345311584,64,22,NA,NA
"chr16:13000001-14000000",NA,0.445000549620279,980000,0.00902727343916274,60,26,7.83561256841409e-07,NA
"chr16:14000001-15000000",NA,0.425638483018286,980000,-0.00524550677676163,55,23,NA,NA
"chr16:15000001-16000000",NA,0.148861838270776,980000,0.0144217310284614,40,24,NA,NA
"chr16:16000001-17000000",NA,0.390894996958526,780000,0.00536788181007569,32,18,NA,NA
"chr16:17000001-18000000",NA,0.327639284925634,970000,0.0134414465229094,73,24,NA,NA
"chr16:18000001-19000000",NA,0.663048880716913,960000,0.000380665762024608,73,20,NA,NA
"chr16:19000001-20000000",NA,0.466878866918322,980000,0.0342933068582664,24,20,NA,NA
"chr16:20000001-21000000",NA,0.125769190322331,880000,-0.000661410280431553,54,25,NA,NA
"chr16:21000001-22000000",NA,0.658802664410035,920000,-0.00328658259741459,69,22,NA,NA
"chr16:22000001-23000000",NA,0.302175926232712,940000,0.0125192116646232,67,17,NA,NA
"chr16:23000001-24000000",NA,0.691353712842937,980000,0.0396598894124437,67,24,NA,NA
"chr16:24000001-25000000",NA,0.44436646539591,990000,0.0261042273926682,94,21,NA,NA
"chr16:25000001-26000000",NA,0.146458862662721,980000,0.00042801223897632,75,24,NA,NA
"chr16:26000001-27000000",NA,0.357115067037515,990000,0.00278138859522806,59,28,NA,NA
"chr16:27000001-28000000",NA,0.112128064828031,970000,-0.00663272635630527,47,21,1.08735804388052e-07,NA
"chr16:28000001-29000000",NA,0.222535738541787,980000,-0.00485442053653829,73,25,4.01201269305706e-07,NA
"chr16:29000001-30000000",NA,0.231473694924181,990000,-0.00713085179418639,76,22,NA,NA
"chr16:30000001-31000000",NA,0.224392748275071,990000,0.00203328354044175,81,27,NA,NA
"chr16:31000001-32000000",NA,0.373013024221194,980000,-0.00435086397076408,77,30,2.19250886179612e-06,NA
"chr16:32000001-33000000",NA,0.331748274447129,980000,-0.0028820629953674,70,25,1.40461744605096e-06,NA
"chr16:33000001-34000000",NA,0.254759158014217,990000,0.0252120311616948,76,35,NA,NA
"chr16:34000001-35000000",NA,0.325213093061079,990000,0.0129025654093169,90,28,2.65656510448336e-07,NA
"chr16:35000001-36000000",NA,0.241519307111605,980000,0.0065344890928437,83,32,1.15878585083412e-06,NA
"chr16:36000001-37000000",NA,0.320128862899012,990000,-0.0163804596394396,67,34,1.29830686666498e-06,NA
"chr16:37000001-38000000",NA,0.137326737274091,980000,-0.0103462176816533,64,23,2.94520951819154e-07,NA
"chr16:38000001-39000000",NA,0.301323436604517,990000,-0.00629474689048181,79,29,4.4475189811506e-07,NA
"chr16:39000001-40000000",NA,0.257530373073487,990000,-0.00654761950583246,60,21,6.33618018798664e-07,NA
"chr16:40000001-41000000",NA,0.324708751729253,990000,-0.00247212147678495,93,27,5.81392753275796e-07,NA
"chr16:41000001-42000000",NA,0.187332614754146,990000,-0.00675357156906622,87,23,NA,NA
"chr16:42000001-43000000",NA,0.405865451493184,990000,0.0270011973231127,73,23,1.14843761756127e-07,NA
"chr16:43000001-44000000",NA,0.372783338953725,990000,0.010744071462288,87,26,0,NA
"chr16:44000001-45000000",NA,0.274981874315845,990000,0.00549333262209384,68,22,NA,NA
"chr16:45000001-46000000",NA,0.174450106466735,990000,-0.00248107048748697,78,26,NA,NA
"chr16:46000001-47000000",NA,0.323265901968339,990000,-0.00565094079809261,68,31,2.18885357286995e-07,NA
